predict;correct;FullValType;LevensteinValType
;00H5w;0;0.0
OberSeed;00H6r;0;0.15
;0A98x;0;0.0
;0ALMK;0;0.0
;0CI7k;0;0.0
;00fo2;0;0.0
boa;00GCL;0;0.0
care;0C1r6;0;0.22
;00h9K;0;0.0
gal;0AILv;0;0.0
a;0B0nY;0;0.0
;0AmG6;0;0.0
Neon;0CO93;0;0.0
;00HF9;0;0.0
gyrd;0Aad4;0;0.22
451;0B451;0;0.75
QRK2T;0Ak27;0;0.2
a;0Ay6i;0;0.0
;00Bcw;0;0.0
tos;0AO39;0;0.0
;0CI7k;0;0.0
;0A133;0;0.0
084m;0B4n2;0;0.44
x;0CD2x;0;0.33
;00e60;0;0.0
aye;0Amuc;0;0.0
Arm;0Af28;0;0.25
res;0CB39;0;0.0
;0CO93;0;0.0
;0A1tM;0;0.0
;0B7la;0;0.0
vrw;0AILv;0;0.25
EQ;00b6D;0;0.0
;00d01;0;0.0
1Un;00H7e;0;0.0
;00G87;0;0.0
;0A1tM;0;0.0
Ven;0Bc1R;0;0.0
;0Aad4;0;0.0
28;0AEDb;0;0.0
ie;0B5By;0;0.0
fObty;00H5w;0;0.0
;0A45Z;0;0.0
;0B7la;0;0.0
;0B43u;0;0.0
;0B0nY;0;0.0
;00Bp0;0;0.0
;0C8e5;0;0.0
;0Anu6;0;0.0
Po00B29;0CB39;0;0.5
eae;0Amuc;0;0.0
5am;0C57u;0;0.25
;00by5;0;0.0
00BD;0AEDb;0;0.44
DONSY;00H5w;0;0.0
Ae;0AeGK;0;0.57
aes;00dcH;0;0.0
;0Af28;0;0.0
;0B0m1;0;0.0
;0AJ41;0;0.0
;0Aad4;0;0.0
owt;0A2p7;0;0.0
0qed;00b6D;0;0.22
Om;0C967;0;0.0
;00fm5;0;0.0
;0BS0j;0;0.0
ate;0Ak27;0;0.0
ere;00EY5;0;0.0
;00f77;0;0.0
boy;0C57u;0;0.0
aR;0Bc1R;0;0.29
ra;0BZ65;0;0.0
;00e60;0;0.0
;00f77;0;0.0
;0BZ65;0;0.0
ped;0Bqe2;0;0.25
Ome;0A8Wt;0;0.0
;0AO39;0;0.0
;0C2iE;0;0.0
;00aB7;0;0.0
;0C57u;0;0.0
pore;00H7e;0;0.22
;00GH9;0;0.0
;0AJ41;0;0.0
;00aB7;0;0.0
00pa;00D74;0;0.44
frasepor;0CB39;0;0.0
;0AvdU;0;0.0
;0Anu6;0;0.0
bs;0Af28;0;0.0
ao;0BYN3;0;0.0
Neys;00EY5;0;0.0
onth;0A1tM;0;0.22
;0C1p4;0;0.0
po;00D95;0;0.0
WW;0A722;0;0.0
;00G51;0;0.0
;0A8Wt;0;0.0
;0Ar6x;0;0.0
;00BA2;0;0.0
;0CQL8;0;0.0
gws;0AvdU;0;0.0
9BS8;0B5By;0;0.22
;0Aad4;0;0.0
0AlWw;0AILv;0;0.4
;0B73G;0;0.0
fBSLy;0B5By;0;0.4
;00EDL;0;0.0
;00EDL;0;0.0
acto;0CB39;0;0.0
NOepey;00e60;0;0.18
;00G51;0;0.0
;0BtJj;0;0.0
woe;00cWp;0;0.0
;0B43u;0;0.0
;0CI7k;0;0.0
;00EY5;0;0.0
;0Bp35;0;0.0
;0B6tR;0;0.0
HKgy;0AkgT;0;0.22
oa;0CIPs;0;0.0
;0A45Z;0;0.0
;0Anu6;0;0.0
om;0BEGc;0;0.0
5ger;00H6r;0;0.22
paA;00dcH;0;0.0
Ve;0B4n2;0;0.0
onu;0Amuc;0;0.25
08YR;0BYN3;0;0.44
;0B0m1;0;0.0
;00GH9;0;0.0
Pr;0BoNP;0;0.29
;0B0nY;0;0.0
;0AJse;0;0.0
onto;0AI06;0;0.0
;0Ay4K;0;0.0
Dep;0AEDb;0;0.25
;000AQ;0;0.0
;00B03;0;0.0
;0CI9Z;0;0.0
0BBG;0B73G;0;0.67
yOW4;00d01;0;0.0
;00b22;0;0.0
NOey10ep;00e60;0;0.31
Ag;0AtK8;0;0.29
vs;0A8Wt;0;0.0
;00G87;0;0.0
Mein7;0C1r6;0;0.0
8;0B4n2;0;0.0
;0AQrz;0;0.0
es;00Bzj;0;0.0
;0BYN3;0;0.0
;0C68u;0;0.0
;0A45Z;0;0.0
ome;00Bp0;0;0.0
9ned;00b6D;0;0.0
ha;0C132;0;0.0
;0AQrz;0;0.0
Vey;0Bc1R;0;0.0
jMbYo;00by5;0;0.2
064Wienoe;0BoNP;0;0.29
;0BZ65;0;0.0
;0Ar6x;0;0.0
;0Bit9;0;0.0
;00H7e;0;0.0
;0A82U;0;0.0
byve;0A36L;0;0.0
sn6;0AI06;0;0.25
;0AtK8;0;0.0
;0B036;0;0.0
po;0AILv;0;0.0
i;0B5By;0;0.0
yor;00h9K;0;0.0
;00f77;0;0.0
;00H5w;0;0.0
;0Bfav;0;0.0
0908;00D95;0;0.44
;0B4n2;0;0.0
;00GH9;0;0.0
wia;0B778;0;0.0
Lo;0A8Wt;0;0.0
aMs;0B0m1;0;0.0
are00839;0CB39;0;0.46
i1Pa;0A7n3;0;0.0
1;00G51;0;0.33
base;0B5By;0;0.0
ie7;0C1r6;0;0.0
;00G87;0;0.0
;00f77;0;0.0
;00GH9;0;0.0
;0Anu6;0;0.0
ORI;00Bzj;0;0.0
DORM;00BgN;0;0.0
;00h9K;0;0.0
;00B03;0;0.0
;0CL13;0;0.0
;0CD0F;0;0.0
QBs07;0BS0j;0;0.4
0B40;0B493;0;0.67
084m;0B4n2;0;0.44
;0CD2x;0;0.0
hop;0C1p4;0;0.25
;00e60;0;0.0
;0BiK9;0;0.0
to8;00e60;0;0.0
Ohte;0AtK8;0;0.22
fo8e;00fi0;0;0.22
;0A842;0;0.0
ss;0BEGc;0;0.0
ns;0A98x;0;0.0
;0B451;0;0.0
;0A842;0;0.0
;0B6tR;0;0.0
av;00by5;0;0.0
849;0B493;0;0.5
;0C68u;0;0.0
;00C3k;0;0.0
Dope;000bE;0;0.0
;0B778;0;0.0
;0B566;0;0.0
;00D95;0;0.0
;00GCL;0;0.0
;0B320;0;0.0
;0B320;0;0.0
;00by5;0;0.0
Dibead;0AEDb;0;0.36
on;0Amuc;0;0.0
0G68;0C568;0;0.67
;0AJse;0;0.0
;0A133;0;0.0
94Dwy;0AILv;0;0.0
;0AEDb;0;0.0
;0AQrz;0;0.0
;00fvF;0;0.0
;0AO39;0;0.0
;0Bfav;0;0.0
Fe09;0AO39;0;0.44
6h8;0Bb83;0;0.25
;00aB7;0;0.0
hnre;0Af28;0;0.0
;0A2p7;0;0.0
;000AQ;0;0.0
0;00e60;0;0.33
obs;0BiK9;0;0.0
;0BS0j;0;0.0
;00BA2;0;0.0
ithy;0BtJj;0;0.22
;0C68u;0;0.0
;0B0m1;0;0.0
;00Aog;0;0.0
085a;0B5By;0;0.44
loo69;00b6D;0;0.2
C819;0C879;0;0.67
ar;0A722;0;0.0
;0C879;0;0.0
a;0Bit9;0;0.0
;0A7n3;0;0.0
oc;0Amuc;0;0.29
we;0C958;0;0.0
;0BYN3;0;0.0
;00G51;0;0.0
OBSoy;0BS0j;0;0.4
;0B09I;0;0.0
aay;00EY5;0;0.0
;0Ad9z;0;0.0
;0C2iE;0;0.0
;0AZdT;0;0.0
8X;0BYN3;0;0.0
Kai;0Ay6i;0;0.25
;0A563;0;0.0
;00d01;0;0.0
;0CB39;0;0.0
;0CD0F;0;0.0
y1o8J;0A98x;0;0.2
05;0Bc59;0;0.57
;00h9K;0;0.0
;0B6tR;0;0.0
a38t;0A36L;0;0.22
;0A7i0;0;0.0
oA0y;0AO39;0;0.22
era;00C3k;0;0.0
oom;00Bzj;0;0.0
;00HF9;0;0.0
;00EDL;0;0.0
;0BiK9;0;0.0
G;0BSeJ;0;0.0
;00D95;0;0.0
;0C1p4;0;0.0
om;0A7n3;0;0.0
;00C3k;0;0.0
com;0CD2x;0;0.0
yB;0B7T1;0;0.29
;0CL13;0;0.0
;0B43u;0;0.0
;00h9K;0;0.0
;0A36L;0;0.0
0qyied;00b6D;0;0.18
pon;0AJ41;0;0.0
;0AkgT;0;0.0
aet;0A98x;0;0.0
yo;0B7T1;0;0.0
ot;00Bzj;0;0.0
;0B778;0;0.0
gu6;0C568;0;0.25
;0C57u;0;0.0
po;0AjC8;0;0.0
aonone;00Bp0;0;0.0
;00fo2;0;0.0
;00EY5;0;0.0
;00CP2;0;0.0
;0C1r6;0;0.0
;0CD2x;0;0.0
;00D95;0;0.0
ams;0AvdU;0;0.0
1c9;0CI9Z;0;0.25
yal;0AILv;0;0.0
;0B451;0;0.0
8ty;0B7T1;0;0.0
;0C7Z5;0;0.0
;00HF9;0;0.0
con;00Bzj;0;0.0
one;0AI06;0;0.0
;00fvF;0;0.0
;0C879;0;0.0
;0AtK8;0;0.0
aDeG;0AeGK;0;0.44
;0C967;0;0.0
;0A657;0;0.0
;0Aad4;0;0.0
;00Bcw;0;0.0
aa;0BEGc;0;0.0
0AN36;0AN36;1;1.0
NSoF;0CO93;0;0.0
oB;0B493;0;0.29
M65;0A657;0;0.5
ae;00fm5;0;0.0
yat;0A98x;0;0.0
Ohen;00H6r;0;0.0
;0AO39;0;0.0
oows2;00HF9;0;0.0
;00b6D;0;0.0
;00EOB;0;0.0
pooSO;00Bp0;0;0.2
p451;0B451;0;0.67
xorPoe;0B0m1;0;0.0
ct;0Bp35;0;0.0
Po;00e60;0;0.0
;0CI7k;0;0.0
04ek;0AeGK;0;0.44
;0AO39;0;0.0
;0AO39;0;0.0
;0A722;0;0.0
vi;0B036;0;0.0
me;0Amuc;0;0.29
;00fo2;0;0.0
;0B6tR;0;0.0
WeBT;0AkgT;0;0.22
;0Af28;0;0.0
;00B03;0;0.0
;00C3k;0;0.0
;00BA2;0;0.0
;00bI2;0;0.0
;0B6tR;0;0.0
;0Ar6x;0;0.0
po00839;0CB39;0;0.5
qLoe;0CIPs;0;0.0
21te;0Ad9z;0;0.0
;0C967;0;0.0
;0C967;0;0.0
;0A45Z;0;0.0
11;0C21J;0;0.29
oe0;00Bp0;0;0.25
rar;0A2p7;0;0.0
198x;0A98x;0;0.67
;00b22;0;0.0
ave;0B778;0;0.0
;00B03;0;0.0
;00GH9;0;0.0
Nos;0CO93;0;0.0
;0B566;0;0.0
;0AC60;0;0.0
wrth;0A1tM;0;0.22
YBBl;00BgN;0;0.22
oeh;0C5oE;0;0.25
08Y3;0BYN3;0;0.67
2;0Bqe2;0;0.33
opYA;0BYN3;0;0.22
;00B03;0;0.0
;0A82U;0;0.0
;0A8Wt;0;0.0
ot;0BSeJ;0;0.0
le;0A0z9;0;0.0
;0B7la;0;0.0
;000bE;0;0.0
baa;00BA2;0;0.0
;00CP2;0;0.0
;00EDL;0;0.0
;0C68u;0;0.0
bees;0C7Z5;0;0.0
ae;0A722;0;0.0
;00h9K;0;0.0
;00C3k;0;0.0
;0CL13;0;0.0
;00H7e;0;0.0
;0Ak27;0;0.0
;0BS0j;0;0.0
;0AJ41;0;0.0
2;0Bqe2;0;0.33
;0AtK8;0;0.0
;0B09I;0;0.0
;0C132;0;0.0
;0C2iE;0;0.0
leswy;0BSeJ;0;0.2
;00CP2;0;0.0
;0B43u;0;0.0
;00Aog;0;0.0
;00D95;0;0.0
;00G87;0;0.0
;00bI2;0;0.0
;0Bit9;0;0.0
Insve;0BSeJ;0;0.2
;0C5oE;0;0.0
M6go;0A657;0;0.22
p08;0Bb83;0;0.5
;0Bp35;0;0.0
2a;0B09I;0;0.0
;0Bfav;0;0.0
QeG;0B73G;0;0.25
;0C2iE;0;0.0
Po;0CD0F;0;0.0
;00aB7;0;0.0
;00H7e;0;0.0
;0Anu6;0;0.0
oe2;0Ay6i;0;0.0
pe;0C68u;0;0.0
;0A7i0;0;0.0
;0Bqe2;0;0.0
an;0C1r6;0;0.0
04;0Aad4;0;0.57
ay;0B5By;0;0.29
;0B320;0;0.0
;0BiK9;0;0.0
;00EDL;0;0.0
;0Ay6i;0;0.0
;0AmG6;0;0.0
0023;00eZ3;0;0.67
Was;0B23s;0;0.25
;00f77;0;0.0
;0CIPs;0;0.0
;0BoNP;0;0.0
;0Amuc;0;0.0
;0Bfav;0;0.0
grid;0A7i0;0;0.22
;0A2p7;0;0.0
aed;0A36L;0;0.0
;0AZdT;0;0.0
ee;0AmG6;0;0.0
Naa;0B7T1;0;0.0
anaa;0A45Z;0;0.0
;0B778;0;0.0
;00fvF;0;0.0
03;0B036;0;0.57
mo;00Aog;0;0.29
DOHSy;00H5w;0;0.2
;0B7la;0;0.0
;0BYN3;0;0.0
;00Bp0;0;0.0
;0Ak27;0;0.0
oe;0AJse;0;0.29
Ww6;0AN36;0;0.25
Nos;0C5oE;0;0.25
;0C68u;0;0.0
;0C568;0;0.0
com;0CD2x;0;0.0
a;0BEGc;0;0.0
boas;00d01;0;0.0
OBRIK;0BR7K;0;0.6
;0C1p4;0;0.0
;0AJse;0;0.0
;0Ay4K;0;0.0
evs;0B778;0;0.0
ocBo;0CB39;0;0.22
OBR7K;0BR7K;0;0.8
;0A722;0;0.0
OBR7K;0BR7K;0;0.8
;000bE;0;0.0
Ge;0C568;0;0.0
;00fvF;0;0.0
;00EDL;0;0.0
cued;0CQL8;0;0.0
qwh;0Bc1R;0;0.0
ut;0Bc1R;0;0.0
were;0A7i0;0;0.0
;0Anu6;0;0.0
;0AeGK;0;0.0
;00by5;0;0.0
;00fm5;0;0.0
9;0Bqe2;0;0.0
ays;00by5;0;0.25
gexsj;0BtJj;0;0.2
YCS06;0C5oE;0;0.2
coeae48;0Bef8;0;0.33
;00C3k;0;0.0
;0A45Z;0;0.0
;0Ay4K;0;0.0
;00b22;0;0.0
;0A98x;0;0.0
her;0AZdT;0;0.0
;0C967;0;0.0
100;00D74;0;0.5
og;0Aad4;0;0.0
;0AjC8;0;0.0
;0AkgT;0;0.0
;00h9K;0;0.0
;0A7i0;0;0.0
pane;00BgN;0;0.0
;0Ar6x;0;0.0
fo;0AILv;0;0.0
;000AQ;0;0.0
;00D95;0;0.0
;0CD0F;0;0.0
;00C3k;0;0.0
bem;0AGv4;0;0.0
;00EDL;0;0.0
ve;0C21J;0;0.0
;0BSeJ;0;0.0
;00B03;0;0.0
;0AZdT;0;0.0
;0AjC8;0;0.0
ayo;0Aad4;0;0.25
;0A7i0;0;0.0
0G6;0C568;0;0.5
;0C7Z5;0;0.0
;0Aad4;0;0.0
;0AJ41;0;0.0
24;00eZ3;0;0.0
Ohwe;0AtK8;0;0.0
;0A722;0;0.0
;00d01;0;0.0
wyMe;0Bb83;0;0.0
;00BA2;0;0.0
;0CIPs;0;0.0
wer;0Ak27;0;0.0
000A;00D74;0;0.44
;0BZ65;0;0.0
;00e60;0;0.0
;0C967;0;0.0
;00fvF;0;0.0
;0A45Z;0;0.0
Qa6;0B73G;0;0.0
;0C7Z5;0;0.0
;00CP2;0;0.0
;0B7la;0;0.0
;0C967;0;0.0
;00b22;0;0.0
me;00Bp0;0;0.0
;00Aog;0;0.0
9B59;0B5By;0;0.44
nitW;0A1tM;0;0.22
;0Anu6;0;0.0
;00EDL;0;0.0
;0A657;0;0.0
so;00H7e;0;0.0
10598;0CI9Z;0;0.4
onei;0Ay6i;0;0.22
;0Ay4K;0;0.0
;00d01;0;0.0
;0CIPs;0;0.0
vevy;0C21J;0;0.0
peo;0BS0j;0;0.0
wo;00c2n;0;0.0
Para;00fm5;0;0.0
009;0CO93;0;0.5
;00C3k;0;0.0
N6;0AN36;0;0.57
009;00HF9;0;0.75
oo;00GH9;0;0.0
;0A657;0;0.0
;0BiK9;0;0.0
p;00D95;0;0.0
;00Bp0;0;0.0
4Oh54;00H5w;0;0.2
;00c2n;0;0.0
;0AQrz;0;0.0
;0CD0F;0;0.0
;0A657;0;0.0
;00fm5;0;0.0
;00CP2;0;0.0
;00f77;0;0.0
1;0BYN3;0;0.0
;0A0z9;0;0.0
poe;0B778;0;0.0
0ASE;0AJse;0;0.44
pte;0AtK8;0;0.25
Le;0B23s;0;0.0
a;0A7n3;0;0.0
;0Anu6;0;0.0
pole;0B0m1;0;0.0
i5SS;0Bb83;0;0.0
;0AQrz;0;0.0
;0AQrz;0;0.0
ep;00e60;0;0.29
;0CI7k;0;0.0
;000AQ;0;0.0
;0B09I;0;0.0
;0A722;0;0.0
ro;0AQrz;0;0.29
;00fo2;0;0.0
1;0Bqe2;0;0.0
;00EDL;0;0.0
;0A842;0;0.0
;0A0z9;0;0.0
ay;0B3nb;0;0.0
Oy;0C390;0;0.0
87;0B7T1;0;0.29
9839;0CB39;0;0.44
;0Ak27;0;0.0
BAT;0B7T1;0;0.5
;0BYN3;0;0.0
;0A0z9;0;0.0
;00EOB;0;0.0
;00EOB;0;0.0
amet;0A98x;0;0.0
;00fvF;0;0.0
;0BS0j;0;0.0
Qwey;0AvdU;0;0.0
B6pSSS;00cWp;0;0.18
;0B6tR;0;0.0
;0C5oE;0;0.0
;00h9K;0;0.0
oye;00b6D;0;0.0
;0B7la;0;0.0
boWen;00b6D;0;0.2
;0CD0F;0;0.0
msy;0A657;0;0.0
OAR;0A7i0;0;0.25
;00B03;0;0.0
;0BtJj;0;0.0
;00dcH;0;0.0
M4re;0Af28;0;0.0
Nn;0B7T1;0;0.0
;00eZ3;0;0.0
h;0B4n2;0;0.0
;0A722;0;0.0
po;00Bp0;0;0.29
;0B493;0;0.0
;0B09I;0;0.0
SeWOey;00e60;0;0.18
;0AmG6;0;0.0
;00G87;0;0.0
;0C132;0;0.0
;0Ar6x;0;0.0
;0B6tR;0;0.0
adSee;0Ar6x;0;0.0
;0B6tR;0;0.0
Ias;0AO39;0;0.0
;00G87;0;0.0
;0BZ65;0;0.0
0OP;00H7e;0;0.25
0654;0Bc59;0;0.44
;0C587;0;0.0
Fin;0BiK9;0;0.25
go;00e60;0;0.0
;0B451;0;0.0
;0CL13;0;0.0
;0CL13;0;0.0
sais1;00G51;0;0.2
;0B4n2;0;0.0
;0A8Wt;0;0.0
;0B7la;0;0.0
;0Ay4K;0;0.0
;0C390;0;0.0
;0C132;0;0.0
Mps;00EY5;0;0.0
bore;00fm5;0;0.0
fia;00b22;0;0.0
0455;00H5w;0;0.44
;0A722;0;0.0
pack;0AeGK;0;0.0
;0A563;0;0.0
;0BoNP;0;0.0
Me;00dcH;0;0.0
;0A45Z;0;0.0
;00B03;0;0.0
;0C967;0;0.0
;0B43u;0;0.0
;0C390;0;0.0
AC60;0AC60;0;0.89
;0AJse;0;0.0
;0Aad4;0;0.0
os;0AI06;0;0.0
;0A2p7;0;0.0
;0C5oE;0;0.0
reed;0BtJj;0;0.0
;0Bp35;0;0.0
0B4;0BoNP;0;0.5
;0CD2x;0;0.0
;0C1p4;0;0.0
;0B7la;0;0.0
0485;00H5w;0;0.44
;0CO93;0;0.0
;0B23s;0;0.0
;0B6tR;0;0.0
8689;0Bb83;0;0.22
000;00fi0;0;0.75
gpmed;00b6D;0;0.0
;0AILv;0;0.0
poe00B96;0CB39;0;0.46
066;0C568;0;0.5
ee;0AJ41;0;0.0
ms;00Bzj;0;0.0
DAda;0Ad9z;0;0.44
f00;0BYN3;0;0.25
;00Aog;0;0.0
;0CI9Z;0;0.0
;0CD0F;0;0.0
;0B451;0;0.0
;00G87;0;0.0
;00Bp0;0;0.0
Ute;0CIPs;0;0.0
ges;0Bc59;0;0.0
;0C57u;0;0.0
OBRIK;0BR7K;0;0.6
;0C879;0;0.0
p04sh;00H5w;0;0.2
;0C967;0;0.0
;0AmG6;0;0.0
io;0C57u;0;0.0
;0B778;0;0.0
;00GCL;0;0.0
;0A45Z;0;0.0
SSMoa;00BgN;0;0.0
;00C3k;0;0.0
095;00D74;0;0.25
Ca;0BtJj;0;0.0
o;0AEDb;0;0.0
047ty;0A1tM;0;0.4
;0CI9Z;0;0.0
v697;0A657;0;0.44
;0A8Wt;0;0.0
hak0B4;0BoNP;0;0.36
0B5;0BtJj;0;0.5
gn;0Amuc;0;0.0
;00B03;0;0.0
gob;0C568;0;0.0
pel;0A36L;0;0.0
;00H5w;0;0.0
;0A0z9;0;0.0
;0A45Z;0;0.0
;0A563;0;0.0
0;00b6D;0;0.33
wesj;0BS0j;0;0.22
;00D95;0;0.0
;0Ay6i;0;0.0
;0B493;0;0.0
;0C390;0;0.0
;0AO39;0;0.0
0AeVb;0AGv4;0;0.4
aYs;00by5;0;0.0
a;0BEGc;0;0.0
ws;0Bb83;0;0.0
;0B566;0;0.0
;0C8e5;0;0.0
te;0Ar6x;0;0.0
;0Anu6;0;0.0
;0AGv4;0;0.0
a;0B4n2;0;0.0
;0C587;0;0.0
;0AmG6;0;0.0
0BO;0BoNP;0;0.5
;0AO39;0;0.0
;00fo2;0;0.0
By;0AEDb;0;0.0
;0A722;0;0.0
;0Bp35;0;0.0
00S1;00G51;0;0.67
ae;00Bp0;0;0.0
care;0C1r6;0;0.22
;00EY5;0;0.0
;0Ad9z;0;0.0
;0CI7k;0;0.0
000m;00D74;0;0.44
;0C68u;0;0.0
go6;0C568;0;0.25
;0Bp35;0;0.0
4;0Aad4;0;0.33
;00dcH;0;0.0
y;0A0z9;0;0.0
bay;0AEDb;0;0.25
;0A657;0;0.0
;0B320;0;0.0
;00HF9;0;0.0
;0C1p4;0;0.0
;0B7la;0;0.0
lokag;0Anu6;0;0.0
woe;00fvF;0;0.0
;00CP2;0;0.0
;0C7Z5;0;0.0
;0A7i0;0;0.0
;0A842;0;0.0
;0A2p7;0;0.0
;0BZ65;0;0.0
ay;0Ay6i;0;0.29
gi;0Amuc;0;0.0
;0B73G;0;0.0
6;00by5;0;0.0
;0AZdT;0;0.0
as;00EY5;0;0.0
;0A8Wt;0;0.0
;0A563;0;0.0
m2;0Bqe2;0;0.29
sate;0Bb83;0;0.0
Towe;0AGv4;0;0.0
boy;0B0m1;0;0.0
;0Bp35;0;0.0
;0CI9Z;0;0.0
;0C1r6;0;0.0
heer;00EOB;0;0.0
uea;00BgN;0;0.0
;0CI9Z;0;0.0
grit;0A7i0;0;0.22
ake;0Bqe2;0;0.25
;0AC60;0;0.0
eg;0A36L;0;0.0
ow;00fvF;0;0.0
;0BS0j;0;0.0
hOty;00dcH;0;0.0
;0Ay4K;0;0.0
pct;0CQL8;0;0.0
oe;0C57u;0;0.0
ont;0Anu6;0;0.25
frH;0Af28;0;0.25
D4hy;0AILv;0;0.0
orMTae;0AJ41;0;0.0
bo9O0her;00H6r;0;0.31
qwee;0Bc1R;0;0.0
0581;0C587;0;0.67
2Boy;0BoNP;0;0.44
;0AZdT;0;0.0
;00EDL;0;0.0
bya;0BYN3;0;0.0
;00cWp;0;0.0
;00c2n;0;0.0
1;00BA2;0;0.0
80;0BoNP;0;0.29
eho;00EY5;0;0.0
po;00D95;0;0.0
05;0Bc59;0;0.57
Angb;0AN36;0;0.22
;0B43u;0;0.0
;0BtJj;0;0.0
;0Ar6x;0;0.0
;0A8Wt;0;0.0
;0CL13;0;0.0
;0A8Wt;0;0.0
we;0BiK9;0;0.0
